,Token,Label
19750,birr,I-PRICE
19751,0909003864,I-PHONE
19752,0905707448,I-PHONE
19753,ሊንኩን,O
19754,በመጫን,O
19755,ቴሌግራማችንን,O
19756,ይቀላቀሉhttps://t.me/sinayelj,O
19757,እቃ,O
19758,ለማዘዝ,O
19759,ከስር,O
19760,ያለውን,O
19761,ሊንኮች,O
19762,በመጫን,O
19763,ማዘዝ,O
19764,ትችላላቹ,O
19765,@sinasinaye,O
19766,https://t.me/sinayelj2,O
19767,አድራሻ,O
19768,1⃣ቁጥር1,O
19769,ገርጂ,I-LOC
19770,ኢምፔሪያል,I-LOC
19771,ከሳሚ,O
19772,ህንፃ,I-LOC
19773,ጎን,O
19774,አልፎዝ,O
19775,ፕላዛ,I-LOC
19776,ግራውንድ,O
19777,ላይ,O
19778,እንደገቡ,O
19779,ያገኙናል,O
19780,2⃣ቁጥር2,O
19781,4ኪሎ,I-LOC
19782,ቅድስት,O
19783,ስላሴ,I-LOC
19784,ህንፃ,I-LOC
19785,ማለትም,O
19786,ከብልፅግና,O
19787,ዋናፅፈት,O
19788,ቤት,O
19789,ህንፃ,I-LOC
19790,በስተ,O
19791,ቀኝ,O
19792,ባለው,O
19793,አስፓልት,O
19794,20ሜትር,O
19795,ዝቅ,O
19796,እንዳሉ,O
19797,ሀበሻ,O
19798,ኮፊ,O
19799,የሚገኝበት,O
19800,ቀይ,O
19801,ሸክላ,O
19802,ህንፃ,I-LOC
19803,2ተኛ,O
19804,ፎቅ,I-LOC
19805,ላይ,O
19806,ያገኙናል,O
19807,3⃣ቁጥር3,O
19808,ብስራተ,I-LOC
19809,ገብርኤል,I-PRICE
19810,ላፍቶ,I-LOC
19811,ሞል,I-LOC
19812,መግቢያው,O
19813,ፊት,O
19814,ለፊት,O
19815,የሚገኘው,O
19816,የብስራተ,I-LOC
19817,ገብርኤል,I-PRICE
19818,ቤተ,O
19819,ክርስቲያን,O
19820,ህንፃ,I-LOC
19821,አንደኛ,O
19822,ፎቅ,I-LOC
19823,ላይ,O
19824,ደረጃ,O
19825,እንደወጣቹ,O
19826,በስተግራ,O
19827,በኩል,O
19828,ሱቅ,O
19829,ቁጥር,O
19830,FF-09,O
19831,ክቡራን,O
19832,ደምበኞቻችን,O
19833,ገርጂ,I-LOC
19834,አልፎዝ,O
19835,ፕላዛ,I-LOC
19836,ላይ,O
19837,አራት,O
19838,ኪሎ,O
19839,ቅድስት,O
19840,ስላሴ,I-LOC
19841,እንዲሁም,O
19842,ብስራተ,I-LOC
19843,ገብሬል,O
19844,ያሉት,O
19845,ሱቆቻችን,O
19846,ሲመጡ,O
19847,አስተማማኝ,O
19848,ሰፊ,O
19849,ፓርኪንግ,O
19850,ያላቸው,O
19851,መሆናቸውን,O
19852,በታላቅ,O
19853,ደስታ,O
19854,እናበስራለን,O
19855,High,B-PRODUCT
19856,quality,I-PRODUCT
19857,3,I-PRODUCT
19858,pcs,I-PRODUCT
19859,baby,I-PRODUCT
19860,clothes,I-PRODUCT
19861,2150,I-PRICE
19862,birr,I-PRICE
19863,0909003864,I-PHONE
19864,0905707448,I-PHONE
19865,ሊንኩን,O
19866,በመጫን,O
19867,ቴሌግራማችንን,O
19868,ይቀላቀሉhttps://t.me/sinayelj,O
19869,እቃ,O
19870,ለማዘዝ,O
19871,ከስር,O
19872,ያለውን,O
19873,ሊንኮች,O
19874,በመጫን,O
19875,ማዘዝ,O
19876,ትችላላቹ,O
19877,@sinasinaye,O
19878,https://t.me/sinayelj2,O
19879,አድራሻ,O
19880,1⃣ቁጥር1,O
19881,ገርጂ,I-LOC
19882,ኢምፔሪያል,I-LOC
19883,ከሳሚ,O
19884,ህንፃ,I-LOC
19885,ጎን,O
19886,አልፎዝ,O
19887,ፕላዛ,I-LOC
19888,ግራውንድ,O
19889,ላይ,O
19890,እንደገቡ,O
19891,ያገኙናል,O
19892,2⃣ቁጥር2,O
19893,4ኪሎ,I-LOC
19894,ቅድስት,O
19895,ስላሴ,I-LOC
19896,ህንፃ,I-LOC
19897,ማለትም,O
19898,ከብልፅግና,O
19899,ዋናፅፈት,O
19900,ቤት,O
19901,ህንፃ,I-LOC
19902,በስተ,O
19903,ቀኝ,O
19904,ባለው,O
19905,አስፓልት,O
19906,20ሜትር,O
19907,ዝቅ,O
19908,እንዳሉ,O
19909,ሀበሻ,O
19910,ኮፊ,O
19911,የሚገኝበት,O
19912,ቀይ,O
19913,ሸክላ,O
19914,ህንፃ,I-LOC
19915,2ተኛ,O
19916,ፎቅ,I-LOC
19917,ላይ,O
19918,ያገኙናል,O
19919,3⃣ቁጥር3,O
19920,ብስራተ,I-LOC
19921,ገብርኤል,I-PRICE
19922,ላፍቶ,I-LOC
19923,ሞል,I-LOC
19924,መግቢያው,O
19925,ፊት,O
19926,ለፊት,O
19927,የሚገኘው,O
19928,የብስራተ,I-LOC
19929,ገብርኤል,I-PRICE
19930,ቤተ,O
19931,ክርስቲያን,O
19932,ህንፃ,I-LOC
19933,አንደኛ,O
19934,ፎቅ,I-LOC
19935,ላይ,O
19936,ደረጃ,O
19937,እንደወጣቹ,O
19938,በስተግራ,O
19939,በኩል,O
19940,ሱቅ,O
19941,ቁጥር,O
19942,FF-09,O
19943,ክቡራን,O
19944,ደምበኞቻችን,O
19945,ገርጂ,I-LOC
19946,አልፎዝ,O
19947,ፕላዛ,I-LOC
19948,ላይ,O
19949,አራት,O
19950,ኪሎ,O
19951,ቅድስት,O
19952,ስላሴ,I-LOC
19953,እንዲሁም,O
19954,ብስራተ,I-LOC
19955,ገብሬል,O
19956,ያሉት,O
19957,ሱቆቻችን,O
19958,ሲመጡ,O
19959,አስተማማኝ,O
19960,ሰፊ,O
19961,ፓርኪንግ,O
19962,ያላቸው,O
19963,መሆናቸውን,O
19964,በታላቅ,O
19965,ደስታ,O
19966,እናበስራለን,O
19967,High,B-PRODUCT
19968,quality,I-PRODUCT
19969,gown,I-PRODUCT
19970,2150,I-PRICE
19971,birr,I-PRICE
19972,0909003864,I-PHONE
19973,0905707448,I-PHONE
19974,ሊንኩን,O
19975,በመጫን,O
19976,ቴሌግራማችንን,O
19977,ይቀላቀሉhttps://t.me/sinayelj,O
19978,እቃ,O
19979,ለማዘዝ,O
19980,ከስር,O
19981,ያለውን,O
19982,ሊንኮች,O
19983,በመጫን,O
19984,ማዘዝ,O
19985,ትችላላቹ,O
19986,@sinasinaye,O
19987,https://t.me/sinayelj2,O
19988,አድራሻ,O
19989,1⃣ቁጥር1,O
19990,ገርጂ,I-LOC
19991,ኢምፔሪያል,I-LOC
19992,ከሳሚ,O
19993,ህንፃ,I-LOC
19994,ጎን,O
19995,አልፎዝ,O
19996,ፕላዛ,I-LOC
19997,ግራውንድ,O
19998,ላይ,O
19999,እንደገቡ,O
20000,ያገኙናል,O
20001,2⃣ቁጥር2,O
20002,4ኪሎ,I-LOC
20003,ቅድስት,O
20004,ስላሴ,I-LOC
20005,ህንፃ,I-LOC
20006,ማለትም,O
20007,ከብልፅግና,O
20008,ዋናፅፈት,O
20009,ቤት,O
20010,ህንፃ,I-LOC
20011,በስተ,O
20012,ቀኝ,O
20013,ባለው,O
20014,አስፓልት,O
20015,20ሜትር,O
20016,ዝቅ,O
20017,እንዳሉ,O
20018,ሀበሻ,O
20019,ኮፊ,O
20020,የሚገኝበት,O
20021,ቀይ,O
20022,ሸክላ,O
20023,ህንፃ,I-LOC
20024,2ተኛ,O
20025,ፎቅ,I-LOC
20026,ላይ,O
20027,ያገኙናል,O
20028,3⃣ቁጥር3,O
20029,ብስራተ,I-LOC
20030,ገብርኤል,I-PRICE
20031,ላፍቶ,I-LOC
20032,ሞል,I-LOC
20033,መግቢያው,O
20034,ፊት,O
20035,ለፊት,O
20036,የሚገኘው,O
20037,የብስራተ,I-LOC
20038,ገብርኤል,I-PRICE
20039,ቤተ,O
20040,ክርስቲያን,O
20041,ህንፃ,I-LOC
20042,አንደኛ,O
20043,ፎቅ,I-LOC
20044,ላይ,O
20045,ደረጃ,O
20046,እንደወጣቹ,O
20047,በስተግራ,O
20048,በኩል,O
20049,ሱቅ,O
20050,ቁጥር,O
20051,FF-09,O
20052,ክቡራን,O
20053,ደምበኞቻችን,O
20054,ገርጂ,I-LOC
20055,አልፎዝ,O
20056,ፕላዛ,I-LOC
20057,ላይ,O
20058,አራት,O
20059,ኪሎ,O
20060,ቅድስት,O
20061,ስላሴ,I-LOC
20062,እንዲሁም,O
20063,ብስራተ,I-LOC
20064,ገብሬል,O
20065,ያሉት,O
20066,ሱቆቻችን,O
20067,ሲመጡ,O
20068,አስተማማኝ,O
20069,ሰፊ,O
20070,ፓርኪንግ,O
20071,ያላቸው,O
20072,መሆናቸውን,O
20073,በታላቅ,O
20074,ደስታ,O
20075,እናበስራለን,O
20076,High,B-PRODUCT
20077,quality,I-PRODUCT
20078,2,I-PRODUCT
20079,in,I-PRODUCT
20080,1,I-PRODUCT
20081,baby,I-PRODUCT
20082,jump,I-PRODUCT
20083,suit,I-PRODUCT
20084,2150,I-PRICE
20085,birr,I-PRICE
20086,0909003864,I-PHONE
20087,0905707448,I-PHONE
20088,ሊንኩን,O
20089,በመጫን,O
20090,ቴሌግራማችንን,O
20091,ይቀላቀሉhttps://t.me/sinayelj,O
20092,እቃ,O
20093,ለማዘዝ,O
20094,ከስር,O
20095,ያለውን,O
20096,ሊንኮች,O
20097,በመጫን,O
20098,ማዘዝ,O
20099,ትችላላቹ,O
20100,@sinasinaye,O
20101,https://t.me/sinayelj2,O
20102,አድራሻ,O
20103,1⃣ቁጥር1,O
20104,ገርጂ,I-LOC
20105,ኢምፔሪያል,I-LOC
20106,ከሳሚ,O
20107,ህንፃ,I-LOC
20108,ጎን,O
20109,አልፎዝ,O
20110,ፕላዛ,I-LOC
20111,ግራውንድ,O
20112,ላይ,O
20113,እንደገቡ,O
20114,ያገኙናል,O
20115,2⃣ቁጥር2,O
20116,4ኪሎ,I-LOC
20117,ቅድስት,O
20118,ስላሴ,I-LOC
20119,ህንፃ,I-LOC
20120,ማለትም,O
20121,ከብልፅግና,O
20122,ዋናፅፈት,O
20123,ቤት,O
20124,ህንፃ,I-LOC
20125,በስተ,O
20126,ቀኝ,O
20127,ባለው,O
20128,አስፓልት,O
20129,20ሜትር,O
20130,ዝቅ,O
20131,እንዳሉ,O
20132,ሀበሻ,O
20133,ኮፊ,O
20134,የሚገኝበት,O
20135,ቀይ,O
20136,ሸክላ,O
20137,ህንፃ,I-LOC
20138,2ተኛ,O
20139,ፎቅ,I-LOC
20140,ላይ,O
20141,ያገኙናል,O
20142,3⃣ቁጥር3,O
20143,ብስራተ,I-LOC
20144,ገብርኤል,I-PRICE
20145,ላፍቶ,I-LOC
20146,ሞል,I-LOC
20147,መግቢያው,O
20148,ፊት,O
20149,ለፊት,O
20150,የሚገኘው,O
20151,የብስራተ,I-LOC
20152,ገብርኤል,I-PRICE
20153,ቤተ,O
20154,ክርስቲያን,O
20155,ህንፃ,I-LOC
20156,አንደኛ,O
20157,ፎቅ,I-LOC
20158,ላይ,O
20159,ደረጃ,O
20160,እንደወጣቹ,O
20161,በስተግራ,O
20162,በኩል,O
20163,ሱቅ,O
20164,ቁጥር,O
20165,FF-09,O
20166,ክቡራን,O
20167,ደምበኞቻችን,O
20168,ገርጂ,I-LOC
20169,አልፎዝ,O
20170,ፕላዛ,I-LOC
20171,ላይ,O
20172,አራት,O
20173,ኪሎ,O
20174,ቅድስት,O
20175,ስላሴ,I-LOC
20176,እንዲሁም,O
20177,ብስራተ,I-LOC
20178,ገብሬል,O
20179,ያሉት,O
20180,ሱቆቻችን,O
20181,ሲመጡ,O
20182,አስተማማኝ,O
20183,ሰፊ,O
20184,ፓርኪንግ,O
20185,ያላቸው,O
20186,መሆናቸውን,O
20187,በታላቅ,O
20188,ደስታ,O
20189,እናበስራለን,O
20190,Londony,B-PRODUCT
20191,brand,I-PRODUCT
20192,gloves,I-PRODUCT
20193,4,I-PRICE
20194,pcs,O
20195,800,I-PRICE
20196,birr,I-PRICE
20197,0909003864,I-PHONE
20198,0905707448,I-PHONE
20199,ሊንኩን,O
20200,በመጫን,O
20201,ቴሌግራማችንን,O
20202,ይቀላቀሉhttps://t.me/sinayelj,O
20203,እቃ,O
20204,ለማዘዝ,O
20205,ከስር,O
20206,ያለውን,O
20207,ሊንኮች,O
20208,በመጫን,O
20209,ማዘዝ,O
20210,ትችላላቹ,O
20211,@sinasinaye,O
20212,https://t.me/sinayelj2,O
20213,አድራሻ,O
20214,1⃣ቁጥር1,O
20215,ገርጂ,I-LOC
20216,ኢምፔሪያል,I-LOC
20217,ከሳሚ,O
20218,ህንፃ,I-LOC
20219,ጎን,O
20220,አልፎዝ,O
20221,ፕላዛ,I-LOC
20222,ግራውንድ,O
20223,ላይ,O
20224,እንደገቡ,O
20225,ያገኙናል,O
20226,2⃣ቁጥር2,O
20227,4ኪሎ,I-LOC
20228,ቅድስት,O
20229,ስላሴ,I-LOC
20230,ህንፃ,I-LOC
20231,ማለትም,O
20232,ከብልፅግና,O
20233,ዋናፅፈት,O
20234,ቤት,O
20235,ህንፃ,I-LOC
20236,በስተ,O
20237,ቀኝ,O
20238,ባለው,O
20239,አስፓልት,O
20240,20ሜትር,O
20241,ዝቅ,O
20242,እንዳሉ,O
20243,ሀበሻ,O
20244,ኮፊ,O
20245,የሚገኝበት,O
20246,ቀይ,O
20247,ሸክላ,O
20248,ህንፃ,I-LOC
20249,2ተኛ,O
20250,ፎቅ,I-LOC
20251,ላይ,O
20252,ያገኙናል,O
20253,3⃣ቁጥር3,O
20254,ብስራተ,I-LOC
20255,ገብርኤል,I-PRICE
20256,ላፍቶ,I-LOC
20257,ሞል,I-LOC
20258,መግቢያው,O
20259,ፊት,O
20260,ለፊት,O
20261,የሚገኘው,O
20262,የብስራተ,I-LOC
20263,ገብርኤል,I-PRICE
20264,ቤተ,O
20265,ክርስቲያን,O
20266,ህንፃ,I-LOC
20267,አንደኛ,O
20268,ፎቅ,I-LOC
20269,ላይ,O
20270,ደረጃ,O
20271,እንደወጣቹ,O
20272,በስተግራ,O
20273,በኩል,O
20274,ሱቅ,O
20275,ቁጥር,O
20276,FF-09,O
20277,ክቡራን,O
20278,ደምበኞቻችን,O
20279,ገርጂ,I-LOC
20280,አልፎዝ,O
20281,ፕላዛ,I-LOC
20282,ላይ,O
20283,አራት,O
20284,ኪሎ,O
20285,ቅድስት,O
20286,ስላሴ,I-LOC
20287,እንዲሁም,O
20288,ብስራተ,I-LOC
20289,ገብሬል,O
20290,ያሉት,O
20291,ሱቆቻችን,O
20292,ሲመጡ,O
20293,አስተማማኝ,O
20294,ሰፊ,O
20295,ፓርኪንግ,O
20296,ያላቸው,O
20297,መሆናቸውን,O
20298,በታላቅ,O
20299,ደስታ,O
20300,እናበስራለን,O
20301,200,B-PRODUCT
20302,birr,I-PRODUCT
20303,per,I-PRODUCT
20304,pcs,I-PRODUCT
20305,0909003864,I-PHONE
20306,0905707448,I-PHONE
20307,ሊንኩን,O
20308,በመጫን,O
20309,ቴሌግራማችንን,O
20310,ይቀላቀሉhttps://t.me/sinayelj,O
20311,እቃ,O
20312,ለማዘዝ,O
20313,ከስር,O
20314,ያለውን,O
20315,ሊንኮች,O
20316,በመጫን,O
20317,ማዘዝ,O
20318,ትችላላቹ,O
20319,@sinasinaye,O
20320,https://t.me/sinayelj2,O
20321,አድራሻ,O
20322,1⃣ቁጥር1,O
20323,ገርጂ,I-LOC
20324,ኢምፔሪያል,I-LOC
20325,ከሳሚ,O
20326,ህንፃ,I-LOC
20327,ጎን,O
20328,አልፎዝ,O
20329,ፕላዛ,I-LOC
20330,ግራውንድ,O
20331,ላይ,O
20332,እንደገቡ,O
20333,ያገኙናል,O
20334,2⃣ቁጥር2,O
20335,4ኪሎ,I-LOC
20336,ቅድስት,O
20337,ስላሴ,I-LOC
20338,ህንፃ,I-LOC
20339,ማለትም,O
20340,ከብልፅግና,O
20341,ዋናፅፈት,O
20342,ቤት,O
20343,ህንፃ,I-LOC
20344,በስተ,O
20345,ቀኝ,O
20346,ባለው,O
20347,አስፓልት,O
20348,20ሜትር,O
20349,ዝቅ,O
20350,እንዳሉ,O
20351,ሀበሻ,O
20352,ኮፊ,O
20353,የሚገኝበት,O
20354,ቀይ,O
20355,ሸክላ,O
20356,ህንፃ,I-LOC
20357,2ተኛ,O
20358,ፎቅ,I-LOC
20359,ላይ,O
20360,ያገኙናል,O
20361,3⃣ቁጥር3,O
20362,ብስራተ,I-LOC
20363,ገብርኤል,I-PRICE
20364,ላፍቶ,I-LOC
20365,ሞል,I-LOC
20366,መግቢያው,O
20367,ፊት,O
20368,ለፊት,O
20369,የሚገኘው,O
20370,የብስራተ,I-LOC
20371,ገብርኤል,I-PRICE
20372,ቤተ,O
20373,ክርስቲያን,O
20374,ህንፃ,I-LOC
20375,አንደኛ,O
20376,ፎቅ,I-LOC
20377,ላይ,O
20378,ደረጃ,O
20379,እንደወጣቹ,O
20380,በስተግራ,O
20381,በኩል,O
20382,ሱቅ,O
20383,ቁጥር,O
20384,FF-09,O
20385,ክቡራን,O
20386,ደምበኞቻችን,O
20387,ገርጂ,I-LOC
20388,አልፎዝ,O
20389,ፕላዛ,I-LOC
20390,ላይ,O
20391,አራት,O
20392,ኪሎ,O
20393,ቅድስት,O
20394,ስላሴ,I-LOC
20395,እንዲሁም,O
20396,ብስራተ,I-LOC
20397,ገብሬል,O
20398,ያሉት,O
20399,ሱቆቻችን,O
20400,ሲመጡ,O
20401,አስተማማኝ,O
20402,ሰፊ,O
20403,ፓርኪንግ,O
20404,ያላቸው,O
20405,መሆናቸውን,O
20406,በታላቅ,O
20407,ደስታ,O
20408,እናበስራለን,O
20409,ክቡራን,B-PRODUCT
20410,ደምበኞቻችን,I-PRODUCT
20411,እሁድ,I-PRODUCT
20412,ገርጂ,I-PRODUCT
20413,እና,I-PRODUCT
20414,ብስራተ,I-PRODUCT
20415,ገብሬል,I-PRODUCT
20416,የሚገኘው,I-PRODUCT
20417,ሱቃችን,I-PRODUCT
20418,ከጠዋት,I-PRODUCT
20419,4,I-PRODUCT
20420,ሰሀት,I-PRODUCT
20421,ጀምሮ,I-PRODUCT
20422,ክፍት,I-PRODUCT
20423,መሆኑን,I-PRODUCT
20424,ስንገልፅ,I-PRODUCT
20425,በታላቅ,I-PRODUCT
20426,አክብሮት,I-PRODUCT
20427,ነው,I-PRODUCT
20428,800,B-PRODUCT
20429,birr,I-PRODUCT
20430,0909003864,I-PHONE
20431,0905707448,I-PHONE
20432,ሊንኩን,O
20433,በመጫን,O
20434,ቴሌግራማችንን,O
20435,ይቀላቀሉhttps://t.me/sinayelj,O
20436,እቃ,O
20437,ለማዘዝ,O
20438,ከስር,O
20439,ያለውን,O
20440,ሊንኮች,O
20441,በመጫን,O
20442,ማዘዝ,O
20443,ትችላላቹ,O
20444,@sinasinaye,O
20445,https://t.me/sinayelj2,O
20446,አድራሻ,O
20447,1⃣ቁጥር1,O
20448,ገርጂ,I-LOC
20449,ኢምፔሪያል,I-LOC
20450,ከሳሚ,O
20451,ህንፃ,I-LOC
20452,ጎን,O
20453,አልፎዝ,O
20454,ፕላዛ,I-LOC
20455,ግራውንድ,O
20456,ላይ,O
20457,እንደገቡ,O
20458,ያገኙናል,O
20459,2⃣ቁጥር2,O
20460,4ኪሎ,I-LOC
20461,ቅድስት,O
20462,ስላሴ,I-LOC
20463,ህንፃ,I-LOC
20464,ማለትም,O
20465,ከብልፅግና,O
20466,ዋናፅፈት,O
20467,ቤት,O
20468,ህንፃ,I-LOC
20469,በስተ,O
20470,ቀኝ,O
20471,ባለው,O
20472,አስፓልት,O
20473,20ሜትር,O
20474,ዝቅ,O
20475,እንዳሉ,O
20476,ሀበሻ,O
20477,ኮፊ,O
20478,የሚገኝበት,O
20479,ቀይ,O
20480,ሸክላ,O
20481,ህንፃ,I-LOC
20482,2ተኛ,O
20483,ፎቅ,I-LOC
20484,ላይ,O
20485,ያገኙናል,O
20486,3⃣ቁጥር3,O
20487,ብስራተ,I-LOC
20488,ገብርኤል,I-PRICE
20489,ላፍቶ,I-LOC
20490,ሞል,I-LOC
20491,መግቢያው,O
20492,ፊት,O
20493,ለፊት,O
20494,የሚገኘው,O
20495,የብስራተ,I-LOC
20496,ገብርኤል,I-PRICE
20497,ቤተ,O
20498,ክርስቲያን,O
20499,ህንፃ,I-LOC
20500,አንደኛ,O
20501,ፎቅ,I-LOC
20502,ላይ,O
20503,ደረጃ,O
20504,እንደወጣቹ,O
20505,በስተግራ,O
20506,በኩል,O
20507,ሱቅ,O
20508,ቁጥር,O
20509,FF-09,O
20510,ክቡራን,O
20511,ደምበኞቻችን,O
20512,ገርጂ,I-LOC
20513,አልፎዝ,O
20514,ፕላዛ,I-LOC
20515,ላይ,O
20516,አራት,O
20517,ኪሎ,O
20518,ቅድስት,O
20519,ስላሴ,I-LOC
20520,እንዲሁም,O
20521,ብስራተ,I-LOC
20522,ገብሬል,O
20523,ያሉት,O
20524,ሱቆቻችን,O
20525,ሲመጡ,O
20526,አስተማማኝ,O
20527,ሰፊ,O
20528,ፓርኪንግ,O
20529,ያላቸው,O
20530,መሆናቸውን,O
20531,በታላቅ,O
20532,ደስታ,O
20533,እናበስራለን,O
20534,100%,B-PRODUCT
20535,cotton,I-PRODUCT
20536,quality,O
20537,stoking,O
20538,ጥራት,O
20539,ደረጃውን,O
20540,የጠበቀ,O
20541,ልጆች,O
20542,እንዲ,O
20543,ዝንጥ,O
20544,ብለው,O
20545,እንዲታዩ,O
20546,700ብር,I-PRICE
20547,0909003864,I-PHONE
20548,0905707448,I-PHONE
20549,ሊንኩን,O
20550,በመጫን,O
20551,ቴሌግራማችንን,O
20552,ይቀላቀሉhttps://t.me/sinayelj,O
20553,እቃ,O
20554,ለማዘዝ,O
20555,ከስር,O
20556,ያለውን,O
20557,ሊንኮች,O
20558,በመጫን,O
20559,ማዘዝ,O
20560,ትችላላቹ,O
20561,@sinasinaye,O
20562,https://t.me/sinayelj2,O
20563,አድራሻ,O
20564,1⃣ቁጥር1,O
20565,ገርጂ,I-LOC
20566,ኢምፔሪያል,I-LOC
20567,ከሳሚ,O
20568,ህንፃ,I-LOC
20569,ጎን,O
20570,አልፎዝ,O
20571,ፕላዛ,I-LOC
20572,ግራውንድ,O
20573,ላይ,O
20574,እንደገቡ,O
20575,ያገኙናል,O
20576,2⃣ቁጥር2,O
20577,4ኪሎ,I-LOC
20578,ቅድስት,O
20579,ስላሴ,I-LOC
20580,ህንፃ,I-LOC
20581,ማለትም,O
20582,ከብልፅግና,O
20583,ዋናፅፈት,O
20584,ቤት,O
20585,ህንፃ,I-LOC
20586,በስተ,O
20587,ቀኝ,O
20588,ባለው,O
20589,አስፓልት,O
20590,20ሜትር,O
20591,ዝቅ,O
20592,እንዳሉ,O
20593,ሀበሻ,O
20594,ኮፊ,O
20595,የሚገኝበት,O
20596,ቀይ,O
20597,ሸክላ,O
20598,ህንፃ,I-LOC
20599,2ተኛ,O
20600,ፎቅ,I-LOC
20601,ላይ,O
20602,ያገኙናል,O
20603,3⃣ቁጥር3,O
20604,ብስራተ,I-LOC
20605,ገብርኤል,I-PRICE
20606,ላፍቶ,I-LOC
20607,ሞል,I-LOC
20608,መግቢያው,O
20609,ፊት,O
20610,ለፊት,O
20611,የሚገኘው,O
20612,የብስራተ,I-LOC
20613,ገብርኤል,I-PRICE
20614,ቤተ,O
20615,ክርስቲያን,O
20616,ህንፃ,I-LOC
20617,አንደኛ,O
20618,ፎቅ,I-LOC
20619,ላይ,O
20620,ደረጃ,O
20621,እንደወጣቹ,O
20622,በስተግራ,O
20623,በኩል,O
20624,ሱቅ,O
20625,ቁጥር,O
20626,FF-09,O
20627,ክቡራን,O
20628,ደምበኞቻችን,O
20629,ገርጂ,I-LOC
20630,አልፎዝ,O
20631,ፕላዛ,I-LOC
20632,ላይ,O
20633,አራት,O
20634,ኪሎ,O
20635,ቅድስት,O
20636,ስላሴ,I-LOC
20637,እንዲሁም,O
20638,ብስራተ,I-LOC
20639,ገብሬል,O
20640,ያሉት,O
20641,ሱቆቻችን,O
20642,ሲመጡ,O
20643,አስተማማኝ,O
20644,ሰፊ,O
20645,ፓርኪንግ,O
20646,ያላቸው,O
20647,መሆናቸውን,O
20648,በታላቅ,O
20649,ደስታ,O
20650,እናበስራለን,O
20651,የልጆቻችንን,B-PRODUCT
20652,የምግብ,I-PRODUCT
20653,ማብሰል,I-PRODUCT
20654,ፍላጎት,I-PRODUCT
20655,የሚያነሳሳ,I-PRODUCT
20656,እቃ,I-PRODUCT
20657,እቃ,I-PRODUCT
20658,መጫዎቻ,I-PRODUCT
20659,900,I-PRODUCT
20660,ብር,I-PRODUCT
20661,0909003864,I-PRODUCT
20662,0905707448,I-PHONE
20663,ሊንኩን,O
20664,በመጫን,O
20665,ቴሌግራማችንን,O
20666,ይቀላቀሉhttps://t.me/sinayelj,O
20667,እቃ,O
20668,ለማዘዝ,O
20669,ከስር,O
20670,ያለውን,O
20671,ሊንኮች,O
20672,በመጫን,O
20673,ማዘዝ,O
20674,ትችላላቹ,O
20675,@sinasinaye,O
20676,https://t.me/sinayelj2,O
20677,አድራሻ,O
20678,1⃣ቁጥር1,O
20679,ገርጂ,I-LOC
20680,ኢምፔሪያል,I-LOC
20681,ከሳሚ,O
20682,ህንፃ,I-LOC
20683,ጎን,O
20684,አልፎዝ,O
20685,ፕላዛ,I-LOC
20686,ግራውንድ,O
20687,ላይ,O
20688,እንደገቡ,O
20689,ያገኙናል,O
20690,2⃣ቁጥር2,O
20691,4ኪሎ,I-LOC
20692,ቅድስት,O
20693,ስላሴ,I-LOC
20694,ህንፃ,I-LOC
20695,ማለትም,O
20696,ከብልፅግና,O
20697,ዋናፅፈት,O
20698,ቤት,O
20699,ህንፃ,I-LOC
20700,በስተ,O
20701,ቀኝ,O
20702,ባለው,O
20703,አስፓልት,O
20704,20ሜትር,O
20705,ዝቅ,O
20706,እንዳሉ,O
20707,ሀበሻ,O
20708,ኮፊ,O
20709,የሚገኝበት,O
20710,ቀይ,O
20711,ሸክላ,O
20712,ህንፃ,I-LOC
20713,2ተኛ,O
20714,ፎቅ,I-LOC
20715,ላይ,O
20716,ያገኙናል,O
20717,3⃣ቁጥር3,O
20718,ብስራተ,I-LOC
20719,ገብርኤል,I-PRICE
20720,ላፍቶ,I-LOC
20721,ሞል,I-LOC
20722,መግቢያው,O
20723,ፊት,O
20724,ለፊት,O
20725,የሚገኘው,O
20726,የብስራተ,I-LOC
20727,ገብርኤል,I-PRICE
20728,ቤተ,O
20729,ክርስቲያን,O
20730,ህንፃ,I-LOC
20731,አንደኛ,O
20732,ፎቅ,I-LOC
20733,ላይ,O
20734,ደረጃ,O
20735,እንደወጣቹ,O
20736,በስተግራ,O
20737,በኩል,O
20738,ሱቅ,O
20739,ቁጥር,O
20740,FF-09,O
20741,ክቡራን,O
20742,ደምበኞቻችን,O
20743,ገርጂ,I-LOC
20744,አልፎዝ,O
20745,ፕላዛ,I-LOC
20746,ላይ,O
20747,አራት,O
20748,ኪሎ,O
20749,ቅድስት,O
20750,ስላሴ,I-LOC
20751,እንዲሁም,O
20752,ብስራተ,I-LOC
20753,ገብሬል,O
20754,ያሉት,O
20755,ሱቆቻችን,O
20756,ሲመጡ,O
20757,አስተማማኝ,O
20758,ሰፊ,O
20759,ፓርኪንግ,O
20760,ያላቸው,O
20761,መሆናቸውን,O
20762,በታላቅ,O
20763,ደስታ,O
20764,እናበስራለን,O
20765,የተለያዩ,B-PRODUCT
20766,መቀያየሪያዎችን,I-PRODUCT
20767,የያዘ,I-PRODUCT
20768,ያፍንጫ,I-PRODUCT
20769,ማፅጃ,I-PRODUCT
20770,በቻርጅ,I-PRODUCT
